passengers,freight,mail,passenger_miles,origin_city_name_dest_city_name
7,0,0,24591,"A Coruna, Spain - Washington, DC Total"
2005,0,0,1934825,"Abbotsford, Canada - Las Vegas, NV Total"
7,0,0,5222,"Abbotsford, Canada - Napa, CA Total"
412,0,0,455672,"Aberdeen, SD - Bullhead City, AZ Total"
27062,0,0,6954934,"Aberdeen, SD - Minneapolis, MN Total"
109,0,0,39240,"Aberdeen, SD - Waterloo, IA Total"
205,0,0,46330,"Abilene, TX - Amarillo, TX Total"
541,0,0,473916,"Abilene, TX - Bullhead City, AZ Total"
83832,4985,153,13245456,"Abilene, TX - Dallas/Fort Worth, TX Total"
142,0,0,167418,"Abilene, TX - Fresno, CA Total"
140,0,0,145600,"Abilene, TX - Green Bay, WI Total"
66,0,0,42372,"Abilene, TX - Gulfport/Biloxi, MS Total"
276,0,0,41676,"Abilene, TX - Lubbock, TX Total"
113,0,0,65766,"Abilene, TX - New Orleans, LA Total"
618,0,0,605640,"Abilene, TX - Wendover, UT Total"
123059,2561950,0,895254226,"Abu Dhabi, United Arab Emirates - Chicago, IL Total"
31505,2586775,0,254189731,"Abu Dhabi, United Arab Emirates - Dallas/Fort Worth, TX Total"
68526,6940151,0,574521984,"Abu Dhabi, United Arab Emirates - Los Angeles, CA Total"
212020,14232454,0,1455941340,"Abu Dhabi, United Arab Emirates - New York, NY Total"
344,22832,0,2366376,"Abu Dhabi, United Arab Emirates - Newark, NJ Total"
90694,2029164,0,739518876,"Abu Dhabi, United Arab Emirates - San Francisco, CA Total"
76975,4547820,0,545598800,"Abu Dhabi, United Arab Emirates - Washington, DC Total"
8,0,0,47824,"Abuja, Nigeria - Atlanta, GA Total"
11,0,0,66792,"Abuja, Nigeria - Chicago, IL Total"
7677,0,0,7308504,"Acapulco, Mexico - Houston, TX Total"
48,0,0,79488,"Acapulco, Mexico - Los Angeles, CA Total"
33,0,0,74613,"Acapulco, Mexico - New York, NY Total"
363,0,0,2061477,"Accra, Ghana - Atlanta, GA Total"
37732,1144384,1373,192848252,"Accra, Ghana - New York, NY Total"
5970,0,0,31617120,"Accra, Ghana - Washington, DC Total"
2076,569815,31290,2474592,"Adak Island, AK - Anchorage, AK Total"
8,0,0,3560,"Adak Island, AK - Unalaska, AK Total"
83621,4682555,0,601485853,"Addis Ababa, Ethiopia - Washington, DC Total"
7,0,0,10451,"Aguadilla, PR - Atlanta, GA Total"
3,0,0,6237,"Aguadilla, PR - Austin, TX Total"
6,0,0,9960,"Aguadilla, PR - Boston, MA Total"
5,0,0,10140,"Aguadilla, PR - Chicago, IL Total"
15,0,0,27045,"Aguadilla, PR - Cleveland, OH Total"
12,0,0,32088,"Aguadilla, PR - Denver, CO Total"
28505,0,0,27997754,"Aguadilla, PR - Fort Lauderdale, FL Total"
7,0,0,22085,"Aguadilla, PR - Las Vegas, NV Total"
41,0,0,136120,"Aguadilla, PR - Los Angeles, CA Total"
6,0,0,10212,"Aguadilla, PR - Nashville, TN Total"
1,0,0,1655,"Aguadilla, PR - New Orleans, LA Total"
62309,1060,0,98198984,"Aguadilla, PR - New York, NY Total"
47948,17556,0,75997580,"Aguadilla, PR - Newark, NJ Total"
63170,1227,0,71318930,"Aguadilla, PR - Orlando, FL Total"
2,0,0,6484,"Aguadilla, PR - San Diego, CA Total"
1,0,0,3566,"Aguadilla, PR - San Francisco, CA Total"
1,0,0,3674,"Aguadilla, PR - Seattle, WA Total"
2,0,0,3206,"Aguadilla, PR - White Plains, NY Total"
3,0,0,2796,"Aguascalientes, Mexico - Amarillo, TX Total"
29853,154,15,24957108,"Aguascalientes, Mexico - Dallas/Fort Worth, TX Total"
14043,0,0,10068831,"Aguascalientes, Mexico - Houston, TX Total"
20933,0,0,27066369,"Aguascalientes, Mexico - Los Angeles, CA Total"
116,0,0,146276,"Aguascalientes, Mexico - Ontario, CA Total"
31742,45826,0,239779068,"Ahmedabad, India - Newark, NJ Total"
5,100,0,1650,"Akhiok, AK - Anchorage, AK Total"
711,1565,234,60435,"Akhiok, AK - Kodiak, AK Total"
12,0,0,504,"Akhiok, AK - Larsen Bay, AK Total"
54,185,0,2106,"Akhiok, AK - Old Harbor, AK Total"
5,0,0,475,"Akhiok, AK - Ouzinkie, AK Total"
150,0,0,1350,"Akiachak, AK - Akiak, AK Total"
39,0,0,3120,"Akiachak, AK - Aniak, AK Total"
5,0,0,135,"Akiachak, AK - Atmautluak, AK Total"
2765,730,8600,41475,"Akiachak, AK - Bethel, AK Total"
6,0,0,654,"Akiachak, AK - Chefornak, AK Total"
12,0,0,1728,"Akiachak, AK - Chevak, AK Total"
3,0,0,489,"Akiachak, AK - Emmonak, AK Total"
4,0,0,644,"Akiachak, AK - Hooper Bay, AK Total"
18,0,0,4302,"Akiachak, AK - Iliamna, AK Total"
81,0,0,4698,"Akiachak, AK - Kalskag, AK Total"
3,0,0,105,"Akiachak, AK - Kasigluk, AK Total"
21,0,0,189,"Akiachak, AK - Kwethluk, AK Total"
6,0,0,552,"Akiachak, AK - Kwigillingok, AK Total"
9,0,0,612,"Akiachak, AK - Marshall, AK Total"
7,0,0,1666,"Akiachak, AK - McGrath, AK Total"
4,0,0,436,"Akiachak, AK - Mountain Village, AK Total"
8,0,0,136,"Akiachak, AK - Napaskiak, AK Total"
5,0,0,160,"Akiachak, AK - Nunapitchuk, AK Total"
28,0,0,4200,"Akiachak, AK - Scammon Bay, AK Total"
2,0,0,314,"Akiachak, AK - Sheldon Point, AK Total"
103,0,0,2266,"Akiachak, AK - Tuluksak, AK Total"
162,0,0,1458,"Akiak, AK - Akiachak, AK Total"
28,0,0,2044,"Akiak, AK - Aniak, AK Total"
6,0,0,210,"Akiak, AK - Atmautluak, AK Total"
1816,721,5902,39952,"Akiak, AK - Bethel, AK Total"
14,0,0,1414,"Akiak, AK - Holy Cross, AK Total"
25,0,0,1325,"Akiak, AK - Kalskag, AK Total"
14,0,0,616,"Akiak, AK - Kasigluk, AK Total"
6,0,0,702,"Akiak, AK - Kipnuk, AK Total"
4,0,0,1184,"Akiak, AK - Koyukuk, AK Total"
19,0,0,209,"Akiak, AK - Kwethluk, AK Total"
14,0,0,3248,"Akiak, AK - McGrath, AK Total"
14,0,0,574,"Akiak, AK - Nunapitchuk, AK Total"
51,2,0,816,"Akiak, AK - Tuluksak, AK Total"
456,0,0,650712,"Akron, OH - Albuquerque, NM Total"
3,0,0,3507,"Akron, OH - Amarillo, TX Total"
228335,12988,0,120560880,"Akron, OH - Atlanta, GA Total"
28,0,0,10556,"Akron, OH - Atlantic City, NJ Total"
245,0,0,287140,"Akron, OH - Austin, TX Total"
178,0,0,49840,"Akron, OH - Baltimore, MD Total"
6,0,0,3510,"Akron, OH - Birmingham, AL Total"
522,59214,0,929160,"Akron, OH - Boise, ID Total"
23018,0,0,12636882,"Akron, OH - Boston, MA Total"
144,0,0,52560,"Akron, OH - Champaign/Urbana, IL Total"
130,0,0,72540,"Akron, OH - Charleston, SC Total"
102238,61258,0,40281772,"Akron, OH - Charlotte, NC Total"
53246,0,0,18259988,"Akron, OH - Chicago, IL Total"
1,0,0,40,"Akron, OH - Cleveland, OH Total"
3,0,0,1443,"Akron, OH - Columbia, SC Total"
165,0,0,167640,"Akron, OH - Dallas, TX Total"
6,0,0,4854,"Akron, OH - Daytona Beach, FL Total"
28868,0,0,35334432,"Akron, OH - Denver, CO Total"
39642,63,0,5272386,"Akron, OH - Detroit, MI Total"
1,0,0,765,"Akron, OH - Fayetteville, AR Total"
23,0,0,9936,"Akron, OH - Fayetteville, NC Total"
3521,0,0,3612546,"Akron, OH - Fort Lauderdale, FL Total"
22900,0,0,22693900,"Akron, OH - Fort Myers, FL Total"
1,0,0,420,"Akron, OH - Green Bay, WI Total"
849,0,0,714009,"Akron, OH - Gulfport/Biloxi, MS Total"
132,0,0,60720,"Akron, OH - Hartford, CT Total"
1272,0,0,1399200,"Akron, OH - Houston, TX Total"
43,0,0,11567,"Akron, OH - Indianapolis, IN Total"
17,0,0,12954,"Akron, OH - Jackson/Vicksburg, MS Total"
46,0,0,33074,"Akron, OH - Jacksonville, FL Total"
2,0,0,938,"Akron, OH - Jacksonville/Camp Lejeune, NC Total"
162,0,0,115182,"Akron, OH - Kansas City, MO Total"
150,0,0,141900,"Akron, OH - Lafayette, LA Total"
6313,0,0,11653798,"Akron, OH - Las Vegas, NV Total"
285,0,0,590805,"Akron, OH - Los Angeles, CA Total"
18,0,0,5346,"Akron, OH - Louisville, KY Total"
89,0,0,38626,"Akron, OH - Madison, WI Total"
2,0,0,1768,"Akron, OH - Melbourne, FL Total"
33,0,0,20361,"Akron, OH - Memphis, TN Total"
31,0,0,11191,"Akron, OH - Milwaukee, WI Total"
414,0,0,271998,"Akron, OH - Minneapolis, MN Total"
3669,0,0,1900542,"Akron, OH - Myrtle Beach, SC Total"
134,0,0,58290,"Akron, OH - Nashville, TN Total"
1449,0,0,1305549,"Akron, OH - New Orleans, LA Total"
59133,1125,0,23475801,"Akron, OH - New York, NY Total"
4079,0,0,1558178,"Akron, OH - Newark, NJ Total"
5,0,0,1980,"Akron, OH - Norfolk, VA Total"
150,0,0,143550,"Akron, OH - Oklahoma City, OK Total"
1,0,0,754,"Akron, OH - Omaha, NE Total"
56167,0,0,48359787,"Akron, OH - Orlando, FL Total"
3,0,0,2367,"Akron, OH - Pensacola, FL Total"
22344,10717,0,7485240,"Akron, OH - Philadelphia, PA Total"
185,0,0,324490,"Akron, OH - Phoenix, AZ Total"
12,0,0,1896,"Akron, OH - Pontiac, MI Total"
6,0,0,12468,"Akron, OH - Portland, OR Total"
100,0,0,52400,"Akron, OH - Providence, RI Total"
2170,0,0,2094050,"Akron, OH - Punta Gorda, FL Total"
45,0,0,16920,"Akron, OH - Raleigh/Durham, NC Total"
23,0,0,46322,"Akron, OH - Reno, NV Total"
20,0,0,42460,"Akron, OH - Sacramento, CA Total"
187,0,0,231506,"Akron, OH - San Antonio, TX Total"
79,0,0,161555,"Akron, OH - San Diego, CA Total"
79,0,0,172773,"Akron, OH - San Francisco, CA Total"
13,0,0,28197,"Akron, OH - San Jose, CA Total"
3,0,0,5397,"Akron, OH - San Juan, PR Total"
37,0,0,75924,"Akron, OH - Santa Ana, CA Total"
5625,0,0,3408750,"Akron, OH - Savannah, GA Total"
45,0,0,13500,"Akron, OH - Scranton/Wilkes-Barre, PA Total"
126,0,0,32634,"Akron, OH - South Bend, IN Total"
59,0,0,29382,"Akron, OH - St. Louis, MO Total"
12266,0,0,11027134,"Akron, OH - St. Petersburg, FL Total"
4,0,0,2972,"Akron, OH - Tallahassee, FL Total"
45581,0,0,40749414,"Akron, OH - Tampa, FL Total"
2,0,0,774,"Akron, OH - Teterboro, NJ Total"
67,0,0,116580,"Akron, OH - Tucson, AZ Total"
9,0,0,7614,"Akron, OH - Tulsa, OK Total"
86,0,0,55814,"Akron, OH - Tunica, MS Total"
18,0,0,13932,"Akron, OH - Valparaiso, FL Total"
31082,10785,0,8516445,"Akron, OH - Washington, DC Total"
11,0,0,5478,"Akron, OH - Wilmington, NC Total"
80,2419,0,60240,"Akun, AK - Anchorage, AK Total"
10,361,0,8670,"Akun, AK - Cordova, AK Total"
16,450,0,7424,"Akun, AK - King Salmon, AK Total"
62,3039,0,17112,"Akun, AK - St. Paul, AK Total"
1231,318,0,51702,"Akun, AK - Unalaska, AK Total"
68,544,0,51544,"Akutan, AK - Anchorage, AK Total"
3,0,0,486,"Alakanuk, AK - Akiachak, AK Total"
9,0,0,1656,"Alakanuk, AK - Aniak, AK Total"
1,0,0,149,"Alakanuk, AK - Atmautluak, AK Total"
876,967,6,141912,"Alakanuk, AK - Bethel, AK Total"
11,0,0,924,"Alakanuk, AK - Chevak, AK Total"
1315,3345,4038,13150,"Alakanuk, AK - Emmonak, AK Total"
29,0,0,2697,"Alakanuk, AK - Hooper Bay, AK Total"
1,0,0,145,"Alakanuk, AK - Kasigluk, AK Total"
152,47,896,6840,"Alakanuk, AK - Kotlik, AK Total"
43,0,0,4472,"Alakanuk, AK - Marshall, AK Total"
215,0,0,11395,"Alakanuk, AK - Mountain Village, AK Total"
4,0,0,516,"Alakanuk, AK - Nome, AK Total"
60,0,0,4680,"Alakanuk, AK - Pilot Station, AK Total"
34,0,0,4318,"Alakanuk, AK - Russian Mission, AK Total"
125,0,0,8000,"Alakanuk, AK - Scammon Bay, AK Total"
169,1100,533,2028,"Alakanuk, AK - Sheldon Point, AK Total"
797,0,10527,50211,"Alakanuk, AK - St. Mary's, AK Total"
1,0,0,148,"Alakanuk, AK - Unalakleet, AK Total"
1,0,0,152,"Alamosa, CO - Cortez, CO Total"
3070,0,0,549530,"Alamosa, CO - Denver, CO Total"
28,0,0,3892,"Alamosa, CO - Farmington, NM Total"
33949,0,0,4922605,"Albany, GA - Atlanta, GA Total"
335,597,0,614390,"Albany, NY - Albuquerque, NM Total"
2,0,0,6544,"Albany, NY - Anchorage, AK Total"
121316,44019,0,103482548,"Albany, NY - Atlanta, GA Total"
418,0,0,96558,"Albany, NY - Atlantic City, NJ Total"
883,5319,0,1392491,"Albany, NY - Austin, TX Total"
210894,96757,0,60948366,"Albany, NY - Baltimore, MD Total"
5,0,0,650,"Albany, NY - Bedford, MA Total"
215,0,0,203390,"Albany, NY - Birmingham, AL Total"
27,0,0,57267,"Albany, NY - Boise, ID Total"
7263,0,0,1053135,"Albany, NY - Boston, MA Total"
31,0,0,7781,"Albany, NY - Buffalo, NY Total"
24,0,0,2952,"Albany, NY - Burlington, VT Total"
349,0,0,265240,"Albany, NY - Charleston, SC Total"
8,0,0,4072,"Albany, NY - Charleston/Dunbar, WV Total"
115235,20694,190,74441810,"Albany, NY - Charlotte, NC Total"
201174,50445,0,144893010,"Albany, NY - Chicago, IL Total"
72,0,0,30528,"Albany, NY - Cleveland, OH Total"
82,0,0,41738,"Albany, NY - Columbus, OH Total"
217,1930,0,309876,"Albany, NY - Dallas, TX Total"
6,0,0,576,"Albany, NY - Danbury, CT Total"
98,0,0,56448,"Albany, NY - Dayton, OH Total"
4953,757,0,7974330,"Albany, NY - Denver, CO Total"
72770,2945,0,35584530,"Albany, NY - Detroit, MI Total"
10,0,0,19320,"Albany, NY - El Paso, TX Total"
4,0,0,2020,"Albany, NY - Flint, MI Total"
43733,13300,0,52654532,"Albany, NY - Fort Lauderdale, FL Total"
1563,0,0,1883415,"Albany, NY - Fort Myers, FL Total"
6,0,0,3384,"Albany, NY - Greensboro/High Point, NC Total"
22,0,0,15532,"Albany, NY - Greer, SC Total"
6,0,0,5238,"Albany, NY - Hamilton, Bermuda Total"
48,0,0,11232,"Albany, NY - Harrisburg, PA Total"
5,0,0,400,"Albany, NY - Hartford, CT Total"
48,0,0,237600,"Albany, NY - Honolulu, HI Total"
1556,4904,0,2325011,"Albany, NY - Houston, TX Total"
376,712,0,256808,"Albany, NY - Indianapolis, IN Total"
219,0,0,30660,"Albany, NY - Islip, NY Total"
329,0,0,312879,"Albany, NY - Jacksonville, FL Total"
38,0,0,42370,"Albany, NY - Kansas City, MO Total"
39411,9953,0,88162407,"Albany, NY - Las Vegas, NV Total"
1,0,0,2325,"Albany, NY - Liberia, Costa Rica Total"
9,0,0,10215,"Albany, NY - Little Rock, AR Total"
3,0,0,7377,"Albany, NY - Long Beach, CA Total"
939,1441,0,2317452,"Albany, NY - Los Angeles, CA Total"
121,0,0,85063,"Albany, NY - Louisville, KY Total"
4406,0,0,704960,"Albany, NY - Massena, NY Total"
12,0,0,12960,"Albany, NY - Melbourne, FL Total"
25,0,0,25475,"Albany, NY - Memphis, TN Total"
47,0,0,57575,"Albany, NY - Miami, FL Total"
13,0,0,9295,"Albany, NY - Milwaukee, WI Total"
28577,826,0,28005460,"Albany, NY - Minneapolis, MN Total"
15,0,0,25320,"Albany, NY - Montego Bay, Jamaica Total"
10,0,0,6850,"Albany, NY - Myrtle Beach, SC Total"
5,0,0,1095,"Albany, NY - Nantucket, MA Total"
741,423,0,611325,"Albany, NY - Nashville, TN Total"
18,0,0,22284,"Albany, NY - Nassau, The Bahamas Total"
301,180,0,381367,"Albany, NY - New Orleans, LA Total"
26,0,0,3536,"Albany, NY - New York, NY Total"
58652,170,0,8387236,"Albany, NY - Newark, NJ Total"
85,0,0,36040,"Albany, NY - Norfolk, VA Total"
560,210,0,1426880,"Albany, NY - Oakland, CA Total"
4158,0,0,652806,"Albany, NY - Ogdensburg, NY Total"
1,0,0,1371,"Albany, NY - Oklahoma City, OK Total"
96927,9840,0,104002671,"Albany, NY - Orlando, FL Total"
87541,168,0,18558692,"Albany, NY - Philadelphia, PA Total"
1,0,0,1814,"Albany, NY - Philipsburg, Sint Maarten Total"
1840,668,0,3972560,"Albany, NY - Phoenix, AZ Total"
100,0,0,36800,"Albany, NY - Pittsburgh, PA Total"
7,0,0,1309,"Albany, NY - Portland, ME Total"
122,0,0,292190,"Albany, NY - Portland, OR Total"
12,0,0,1692,"Albany, NY - Providence, RI Total"
4,0,0,5792,"Albany, NY - Providenciales, Turks and Caicos Islands Total"
1137,0,0,618528,"Albany, NY - Raleigh/Durham, NC Total"
10,140,0,23790,"Albany, NY - Reno, NV Total"
88,0,0,35816,"Albany, NY - Richmond, VA Total"
29,0,0,14413,"Albany, NY - Roanoke, VA Total"
8,0,0,19928,"Albany, NY - Sacramento, CA Total"
239,133,0,468440,"Albany, NY - Salt Lake City, UT Total"
45,0,0,73935,"Albany, NY - San Antonio, TX Total"
108,0,0,264060,"Albany, NY - San Diego, CA Total"
723,1632,0,1850157,"Albany, NY - San Francisco, CA Total"
2,0,0,4914,"Albany, NY - San Jose del Cabo, Mexico Total"
807,332,0,2053008,"Albany, NY - San Jose, CA Total"
40,0,0,93640,"Albany, NY - San Jose, Costa Rica Total"
276,0,0,479136,"Albany, NY - San Juan, PR Total"
234,392,0,573066,"Albany, NY - Santa Ana, CA Total"
4,0,0,3348,"Albany, NY - Savannah, GA Total"
9,0,0,1251,"Albany, NY - Scranton/Wilkes-Barre, PA Total"
2106,153,0,4961736,"Albany, NY - Seattle, WA Total"
2,0,0,3802,"Albany, NY - St. Johns, Antigua and Barbuda Total"
1,0,0,1870,"Albany, NY - St. Kitts, Saint Kitts and Nevis Total"
18,0,0,16380,"Albany, NY - St. Louis, MO Total"
2,0,0,494,"Albany, NY - State College, PA Total"
101,0,0,41309,"Albany, NY - Staunton, VA Total"
52440,8638,0,59257200,"Albany, NY - Tampa, FL Total"
2,0,0,264,"Albany, NY - Teterboro, NJ Total"
92,0,0,197800,"Albany, NY - Tucson, AZ Total"
114,0,0,270864,"Albany, NY - Vancouver, Canada Total"
107289,0,0,34424649,"Albany, NY - Washington, DC Total"
1406,0,0,1635178,"Albany, NY - West Palm Beach/Palm Beach, FL Total"
17,0,0,1972,"Albany, NY - White Plains, NY Total"
1,0,0,1294,"Albany, NY - Wichita, KS Total"
4,0,0,2500,"Albany, NY - Wilmington, NC Total"
30,0,0,13140,"Albuquerque, NM - Abilene, TX Total"
363,0,0,518001,"Albuquerque, NM - Akron, OH Total"
71,0,0,130214,"Albuquerque, NM - Albany, NY Total"
138,0,0,38364,"Albuquerque, NM - Amarillo, TX Total"
140015,46352,0,177679035,"Albuquerque, NM - Atlanta, GA Total"
1732,1378,0,1072108,"Albuquerque, NM - Austin, TX Total"
69042,126635,0,115300140,"Albuquerque, NM - Baltimore, MD Total"
25,0,0,18750,"Albuquerque, NM - Billings, MT Total"
25,0,0,28450,"Albuquerque, NM - Birmingham, AL Total"
176,0,0,137456,"Albuquerque, NM - Boise, ID Total"
492,332,0,971208,"Albuquerque, NM - Boston, MA Total"
16,17,0,25408,"Albuquerque, NM - Buffalo, NY Total"
936,0,0,421200,"Albuquerque, NM - Bullhead City, AZ Total"
1692,2007,0,1137024,"Albuquerque, NM - Burbank, CA Total"
1,0,0,1538,"Albuquerque, NM - Cancun, Mexico Total"
781,0,0,179630,"Albuquerque, NM - Carlsbad, NM Total"
40,0,0,37360,"Albuquerque, NM - Cedar Rapids/Iowa City, IA Total"
9274,614,0,13438026,"Albuquerque, NM - Charlotte, NC Total"
142,0,0,61486,"Albuquerque, NM - Cheyenne, WY Total"
139743,128068,0,156480531,"Albuquerque, NM - Chicago, IL Total"
5,0,0,7055,"Albuquerque, NM - Cleveland, OH Total"
47,0,0,31490,"Albuquerque, NM - College Station/Bryan, TX Total"
147,0,0,41160,"Albuquerque, NM - Colorado Springs, CO Total"
596,2954,0,799832,"Albuquerque, NM - Columbus, OH Total"
60,0,0,44040,"Albuquerque, NM - Corpus Christi, TX Total"
165203,457336,0,95817740,"Albuquerque, NM - Dallas, TX Total"
274027,18853,0,155921363,"Albuquerque, NM - Dallas/Fort Worth, TX Total"
2,0,0,2544,"Albuquerque, NM - Dayton, OH Total"
215665,113895,0,75267085,"Albuquerque, NM - Denver, CO Total"
18,0,0,14994,"Albuquerque, NM - Des Moines, IA Total"
697,1539,0,938859,"Albuquerque, NM - Detroit, MI Total"
66,0,0,14718,"Albuquerque, NM - El Paso, TX Total"
43,0,0,57663,"Albuquerque, NM - Flint, MI Total"
143,0,0,54769,"Albuquerque, NM - Fort Collins/Loveland, CO Total"
1315,4068,0,2219564,"Albuquerque, NM - Fort Lauderdale, FL Total"
77,0,0,121968,"Albuquerque, NM - Fort Myers, FL Total"
254,0,0,188976,"Albuquerque, NM - Fresno, CA Total"
5,0,0,1505,"Albuquerque, NM - Grand Junction, CO Total"
107,0,0,96300,"Albuquerque, NM - Greenville, MS Total"
12,0,0,9684,"Albuquerque, NM - Harlingen/San Benito, TX Total"
535,1420,0,1009010,"Albuquerque, NM - Hartford, CT Total"
181324,182748,0,136485591,"Albuquerque, NM - Houston, TX Total"
324,511,0,376164,"Albuquerque, NM - Indianapolis, IN Total"
8,0,0,14888,"Albuquerque, NM - Islip, NY Total"
171,84,0,253080,"Albuquerque, NM - Jacksonville, FL Total"
37847,53426,0,27174146,"Albuquerque, NM - Kansas City, MO Total"
1,0,0,1274,"Albuquerque, NM - Knoxville, TN Total"
139251,98416,0,67675986,"Albuquerque, NM - Las Vegas, NV Total"
38,0,0,31046,"Albuquerque, NM - Little Rock, AR Total"
144,0,0,78624,"Albuquerque, NM - Logan, UT Total"
272,0,0,180608,"Albuquerque, NM - Long Beach, CA Total"
247,0,0,15067,"Albuquerque, NM - Los Alamos, NM Total"
148937,93150,0,100830349,"Albuquerque, NM - Los Angeles, CA Total"
3,0,0,3534,"Albuquerque, NM - Louisville, KY Total"
3,0,0,870,"Albuquerque, NM - Lubbock, TX Total"
478,0,0,934490,"Albuquerque, NM - Manchester, NH Total"
25,1185,0,23550,"Albuquerque, NM - Memphis, TN Total"
46,0,0,77694,"Albuquerque, NM - Miami, FL Total"
228,635,0,75696,"Albuquerque, NM - Midland/Odessa, TX Total"
120,30,0,137040,"Albuquerque, NM - Milwaukee, WI Total"
35241,5130,0,34571421,"Albuquerque, NM - Minneapolis, MN Total"
3,0,0,750,"Albuquerque, NM - Montrose/Delta, CO Total"
1178,1979,0,1322894,"Albuquerque, NM - Nashville, TN Total"
1325,6552,0,1343550,"Albuquerque, NM - New Orleans, LA Total"
37467,6713,0,68396372,"Albuquerque, NM - New York, NY Total"
377,602,0,680485,"Albuquerque, NM - Newark, NJ Total"
263,0,0,447626,"Albuquerque, NM - Norfolk, VA Total"
89075,80572,0,79187675,"Albuquerque, NM - Oakland, CA Total"
406,24,0,207060,"Albuquerque, NM - Oklahoma City, OK Total"
75,0,0,54375,"Albuquerque, NM - Omaha, NE Total"
856,740,0,539280,"Albuquerque, NM - Ontario, CA Total"
14824,26138,0,23021672,"Albuquerque, NM - Orlando, FL Total"
132,0,0,75372,"Albuquerque, NM - Palm Springs, CA Total"
55,0,0,64460,"Albuquerque, NM - Pensacola, FL Total"
186,833,0,324942,"Albuquerque, NM - Philadelphia, PA Total"
334317,188807,1,109653441,"Albuquerque, NM - Phoenix, AZ Total"
142,0,0,211012,"Albuquerque, NM - Pittsburgh, PA Total"
23743,50128,0,26378473,"Albuquerque, NM - Portland, OR Total"
2,0,0,3900,"Albuquerque, NM - Providence, RI Total"
820,604,0,1283300,"Albuquerque, NM - Raleigh/Durham, NC Total"
1338,2805,0,1053006,"Albuquerque, NM - Reno, NV Total"
10,0,0,16370,"Albuquerque, NM - Richmond, VA Total"
5763,3294,0,4990758,"Albuquerque, NM - Sacramento, CA Total"
78740,5133,0,38818820,"Albuquerque, NM - Salt Lake City, UT Total"
1683,3337,0,1024947,"Albuquerque, NM - San Antonio, TX Total"
69459,17682,0,43620252,"Albuquerque, NM - San Diego, CA Total"
17175,697,0,15388800,"Albuquerque, NM - San Francisco, CA Total"
2,0,0,1680,"Albuquerque, NM - San Jose del Cabo, Mexico Total"
5318,1935,0,4626660,"Albuquerque, NM - San Jose, CA Total"
109,2342,0,298006,"Albuquerque, NM - San Juan, PR Total"
1393,26,0,905450,"Albuquerque, NM - Santa Ana, CA Total"
34,0,0,1666,"Albuquerque, NM - Santa Fe, NM Total"
52631,22215,0,62104880,"Albuquerque, NM - Seattle, WA Total"
3619,0,0,680372,"Albuquerque, NM - Silver City/Hurley, NM Total"
2,0,0,1582,"Albuquerque, NM - Sioux Falls, SD Total"
381,0,0,394335,"Albuquerque, NM - Spokane, WA Total"
1058,4535,0,988172,"Albuquerque, NM - St. Louis, MO Total"
2695,241,0,4037110,"Albuquerque, NM - Tampa, FL Total"
2,0,0,3622,"Albuquerque, NM - Teterboro, NJ Total"
6,0,0,9324,"Albuquerque, NM - Toronto, Canada Total"
422,0,0,135462,"Albuquerque, NM - Tucson, AZ Total"
203,0,0,123424,"Albuquerque, NM - Tulsa, OK Total"
7038,1165,0,11603460,"Albuquerque, NM - Washington, DC Total"
655,0,0,368858,"Albuquerque, NM - Wendover, UT Total"
3,0,0,1626,"Albuquerque, NM - Wichita, KS Total"
4,0,381,68,"Aleknagik, AK - Dillingham, AK Total"
6,0,0,156,"Aleknagik, AK - Manokotak, AK Total"
165,0,0,540210,"Alexandria, LA - Anchorage, AK Total"
53882,0,0,26941000,"Alexandria, LA - Atlanta, GA Total"
523,0,0,1143801,"Alexandria, LA - Bogota, Colombia Total"
16,0,0,22544,"Alexandria, LA - Boston, MA Total"
5236,0,0,2492336,"Alexandria, LA - Brownsville, TX Total"
31,0,0,34193,"Alexandria, LA - Buffalo, NY Total"
1,0,0,496,"Alexandria, LA - Chattanooga, TN Total"
15,0,0,11670,"Alexandria, LA - Chicago, IL Total"
588,0,0,267540,"Alexandria, LA - Columbus, GA Total"
505,0,0,137865,"Alexandria, LA - Dallas, TX Total"
36648,1305,2,10444680,"Alexandria, LA - Dallas/Fort Worth, TX Total"
4842,0,0,3951072,"Alexandria, LA - El Paso, TX Total"
247,0,0,313443,"Alexandria, LA - Fort Drum, NY Total"
1823,0,0,2112857,"Alexandria, LA - Guatemala City, Guatemala Total"
183,0,0,196725,"Alexandria, LA - Harrisburg, PA Total"
31808,0,0,6044160,"Alexandria, LA - Houston, TX Total"
425,0,0,574175,"Alexandria, LA - Kingston, Jamaica Total"
48,0,0,4416,"Alexandria, LA - Lake Charles, LA Total"
31,0,0,15221,"Alexandria, LA - Laredo, TX Total"
100,0,0,73700,"Alexandria, LA - Merida, Mexico Total"
167,0,0,139612,"Alexandria, LA - Miami, FL Total"
97,0,0,90792,"Alexandria, LA - Minneapolis, MN Total"
462,0,0,559944,"Alexandria, LA - Newark, NJ Total"
130,0,0,92690,"Alexandria, LA - Omaha, NE Total"
35,0,0,39375,"Alexandria, LA - Phoenix, AZ Total"
111,0,0,170940,"Alexandria, LA - Port-au-Prince, Haiti Total"
133,0,0,49742,"Alexandria, LA - San Antonio, TX Total"
2697,0,0,3050307,"Alexandria, LA - San Pedro Sula, Honduras Total"
